FieldID,Description
f.132201.0.0,Source of report of O23 (infections of genito-urinary tract in pregnancy)
f.132202.0.0,Date O24 first reported (diabetes mellitus in pregnancy)
f.132203.0.0,Source of report of O24 (diabetes mellitus in pregnancy)
f.132204.0.0,Date O25 first reported (malnutrition in pregnancy)
f.132205.0.0,Source of report of O25 (malnutrition in pregnancy)
f.132206.0.0,Date O26 first reported (maternal care for other conditions predominantly related to pregnancy)
f.132207.0.0,Source of report of O26 (maternal care for other conditions predominantly related to pregnancy)
f.132208.0.0,Date O28 first reported (abnormal findings on antenatal screening of mother)
f.132209.0.0,Source of report of O28 (abnormal findings on antenatal screening of mother)
f.132210.0.0,Date O29 first reported (complications of anaesthesia during pregnancy)
f.132211.0.0,Source of report of O29 (complications of anaesthesia during pregnancy)
f.132212.0.0,Date O30 first reported (multiple gestation)
f.132213.0.0,Source of report of O30 (multiple gestation)
f.132214.0.0,Date O31 first reported (complications specific to multiple gestation)
f.132215.0.0,Source of report of O31 (complications specific to multiple gestation)
f.132216.0.0,Date O32 first reported (maternal care for known or suspected malpresentation of foetus)
f.132217.0.0,Source of report of O32 (maternal care for known or suspected malpresentation of foetus)
f.132218.0.0,Date O33 first reported (maternal care for known or suspected disproportion)
f.132219.0.0,Source of report of O33 (maternal care for known or suspected disproportion)
f.132220.0.0,Date O34 first reported (maternal care for known or suspected abnormality of pelvic organs)
f.132221.0.0,Source of report of O34 (maternal care for known or suspected abnormality of pelvic organs)
f.132222.0.0,Date O35 first reported (maternal care for known or suspected foetal abnormality and damage)
f.132223.0.0,Source of report of O35 (maternal care for known or suspected foetal abnormality and damage)
f.132224.0.0,Date O36 first reported (maternal care for other known or suspected foetal problems)
f.132225.0.0,Source of report of O36 (maternal care for other known or suspected foetal problems)
f.132226.0.0,Date O40 first reported (polyhydramnios)
f.132227.0.0,Source of report of O40 (polyhydramnios)
f.132228.0.0,Date O41 first reported (other disorders of amniotic fluid and membranes)
f.132229.0.0,Source of report of O41 (other disorders of amniotic fluid and membranes)
f.132230.0.0,Date O42 first reported (premature rupture of membranes)
f.132231.0.0,Source of report of O42 (premature rupture of membranes)
f.132232.0.0,Date O43 first reported (placental disorders)
f.132233.0.0,Source of report of O43 (placental disorders)
f.132234.0.0,Date O44 first reported (placenta praevia)
f.132235.0.0,Source of report of O44 (placenta praevia)
f.132236.0.0,Date O45 first reported (premature separation of placenta [abruptio placentae])
f.132237.0.0,Source of report of O45 (premature separation of placenta [abruptio placentae])
f.132238.0.0,"Date O46 first reported (antepartum haemorrhage, not elsewhere classified)"
f.132239.0.0,"Source of report of O46 (antepartum haemorrhage, not elsewhere classified)"
f.132240.0.0,Date O47 first reported (false labour)
f.132241.0.0,Source of report of O47 (false labour)
f.132242.0.0,Date O48 first reported (prolonged pregnancy)
f.132243.0.0,Source of report of O48 (prolonged pregnancy)
f.132244.0.0,Date O60 first reported (preterm delivery)
f.132245.0.0,Source of report of O60 (preterm delivery)
f.132246.0.0,Date O61 first reported (failed induction of labour)
f.132247.0.0,Source of report of O61 (failed induction of labour)
f.132248.0.0,Date O62 first reported (abnormalities of forces of labour)
f.132249.0.0,Source of report of O62 (abnormalities of forces of labour)
f.132250.0.0,Date O63 first reported (long labour)
f.132251.0.0,Source of report of O63 (long labour)
f.132252.0.0,Date O64 first reported (obstructed labour due to malposition and malpresentation of foetus)
f.132253.0.0,Source of report of O64 (obstructed labour due to malposition and malpresentation of foetus)
f.132254.0.0,Date O65 first reported (obstructed labour due to maternal pelvic abnormality)
f.132255.0.0,Source of report of O65 (obstructed labour due to maternal pelvic abnormality)
f.132256.0.0,Date O66 first reported (other obstructed labour)
f.132257.0.0,Source of report of O66 (other obstructed labour)
f.132258.0.0,"Date O67 first reported (labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified)"
f.132259.0.0,"Source of report of O67 (labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified)"
f.132260.0.0,Date O68 first reported (labour and delivery complicated by foetal stress [distress])
f.132261.0.0,Source of report of O68 (labour and delivery complicated by foetal stress [distress])
f.132262.0.0,Date O69 first reported (labour and delivery complicated by umbilical cord complications)
f.132263.0.0,Source of report of O69 (labour and delivery complicated by umbilical cord complications)
f.132264.0.0,Date O70 first reported (perineal laceration during delivery)
f.132265.0.0,Source of report of O70 (perineal laceration during delivery)
f.132266.0.0,Date O71 first reported (other obstetric trauma)
f.132267.0.0,Source of report of O71 (other obstetric trauma)
f.132268.0.0,Date O72 first reported (postpartum haemorrhage)
f.132269.0.0,Source of report of O72 (postpartum haemorrhage)
f.132270.0.0,"Date O73 first reported (retained placenta and membranes, without haemorrhage)"
f.132271.0.0,"Source of report of O73 (retained placenta and membranes, without haemorrhage)"
f.132272.0.0,Date O74 first reported (complications of anaesthesia during labour and delivery)
f.132273.0.0,Source of report of O74 (complications of anaesthesia during labour and delivery)
f.132274.0.0,"Date O75 first reported (other complications of labour and delivery, not elsewhere classified)"
f.132275.0.0,"Source of report of O75 (other complications of labour and delivery, not elsewhere classified)"
f.132276.0.0,Date O80 first reported (single spontaneous delivery)
f.132277.0.0,Source of report of O80 (single spontaneous delivery)
f.132278.0.0,Date O81 first reported (single delivery by forceps and vacuum extractor)
f.132279.0.0,Source of report of O81 (single delivery by forceps and vacuum extractor)
f.132280.0.0,Date O82 first reported (single delivery by caesarean section)
f.132281.0.0,Source of report of O82 (single delivery by caesarean section)
f.132282.0.0,Date O83 first reported (other assisted single delivery)
f.132283.0.0,Source of report of O83 (other assisted single delivery)
f.132284.0.0,Date O84 first reported (multiple delivery)
f.132285.0.0,Source of report of O84 (multiple delivery)
f.132286.0.0,Date O85 first reported (puerperal sepsis)
f.132287.0.0,Source of report of O85 (puerperal sepsis)
f.132288.0.0,Date O86 first reported (other puerperal infections)
f.132289.0.0,Source of report of O86 (other puerperal infections)
f.132290.0.0,Date O87 first reported (venous complications in the puerperium)
f.132291.0.0,Source of report of O87 (venous complications in the puerperium)
f.132292.0.0,Date O88 first reported (obstetric embolism)
f.132293.0.0,Source of report of O88 (obstetric embolism)
f.132294.0.0,Date O89 first reported (complications of anaesthesia during the puerperium)
f.132295.0.0,Source of report of O89 (complications of anaesthesia during the puerperium)
f.132296.0.0,"Date O90 first reported (complications of the puerperium, not elsewhere classified)"
f.132297.0.0,"Source of report of O90 (complications of the puerperium, not elsewhere classified)"
f.132298.0.0,Date O91 first reported (infections of breast associated with childbirth)
f.132299.0.0,Source of report of O91 (infections of breast associated with childbirth)
f.132300.0.0,Date O92 first reported (other disorders of breast and lactation associated with childbirth)
f.132301.0.0,Source of report of O92 (other disorders of breast and lactation associated with childbirth)
f.132302.0.0,"Date O94 first reported (sequelae of complication of pregnancy, childbirth and the puerperium)"
f.132303.0.0,"Source of report of O94 (sequelae of complication of pregnancy, childbirth and the puerperium)"
f.132304.0.0,Date O95 first reported (obstetric death of unspecified cause)
f.132305.0.0,Source of report of O95 (obstetric death of unspecified cause)
f.132306.0.0,Date O96 first reported (death from any obstetric cause occurring more than 42 days but less than one year after delivery)
f.132307.0.0,Source of report of O96 (death from any obstetric cause occurring more than 42 days but less than one year after delivery)
f.132308.0.0,Date O97 first reported (death from sequelae of direct obstetric causes)
f.132309.0.0,Source of report of O97 (death from sequelae of direct obstetric causes)
f.132310.0.0,"Date O98 first reported (maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)"
f.132311.0.0,"Source of report of O98 (maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)"
f.132312.0.0,"Date O99 first reported (other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)"
f.132313.0.0,"Source of report of O99 (other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)"
f.132314.0.0,Date P00 first reported (foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy)
f.132315.0.0,Source of report of P00 (foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy)
f.132316.0.0,Date P01 first reported (foetus and newborn affected by maternal complications of pregnancy)
f.132317.0.0,Source of report of P01 (foetus and newborn affected by maternal complications of pregnancy)
f.132318.0.0,"Date P02 first reported (foetus and newborn affected by complications of placenta, cord and membranes)"
f.132319.0.0,"Source of report of P02 (foetus and newborn affected by complications of placenta, cord and membranes)"
f.132320.0.0,Date P03 first reported (foetus and newborn affected by other complications of labour and delivery)
f.132321.0.0,Source of report of P03 (foetus and newborn affected by other complications of labour and delivery)
f.132322.0.0,Date P04 first reported (foetus and newborn affected by noxious influences transmitted via placenta or breast milk)
f.132323.0.0,Source of report of P04 (foetus and newborn affected by noxious influences transmitted via placenta or breast milk)
f.132324.0.0,Date P05 first reported (slow foetal growth and foetal malnutrition)
f.132325.0.0,Source of report of P05 (slow foetal growth and foetal malnutrition)
f.132326.0.0,"Date P07 first reported (disorders related to short gestation and low birth weight, not elsewhere classified)"
f.132327.0.0,"Source of report of P07 (disorders related to short gestation and low birth weight, not elsewhere classified)"
f.132328.0.0,Date P08 first reported (disorders related to long gestation and high birth weight)
f.132329.0.0,Source of report of P08 (disorders related to long gestation and high birth weight)
f.132330.0.0,Date P10 first reported (intracranial laceration and haemorrhage due to birth injury)
f.132331.0.0,Source of report of P10 (intracranial laceration and haemorrhage due to birth injury)
f.132332.0.0,Date P11 first reported (other birth injuries to central nervous system)
f.132333.0.0,Source of report of P11 (other birth injuries to central nervous system)
f.132334.0.0,Date P12 first reported (birth injury to scalp)
f.132335.0.0,Source of report of P12 (birth injury to scalp)
f.132336.0.0,Date P13 first reported (birth injury to skeleton)
f.132337.0.0,Source of report of P13 (birth injury to skeleton)
f.132338.0.0,Date P14 first reported (birth injury to peripheral nervous system)
f.132339.0.0,Source of report of P14 (birth injury to peripheral nervous system)
f.132340.0.0,Date P15 first reported (other birth injuries)
f.132341.0.0,Source of report of P15 (other birth injuries)
